Maps: isw_bin0 euc6bins030div111111_bin0 euc6bins030div111111_bin1 euc6bins030div111111_bin2 euc6bins030div111111_bin3 euc6bins030div111111_bin4 euc6bins030div111111_bin5
nbar: -1.000e+00 2.527e+07 9.611e+07 1.082e+08 7.079e+07 3.300e+07 1.661e+07
Computed for pairs: isw-isw isw-euc6bins030div111111 euc6bins030div111111-euc6bins030div111111
runtag eucbintest6s030 (iswilk:), lmax=95, eps=1.0e-10,besselmincut=1, besselmaxcut=0
CAMBtag 'fid': Oc=0.259, Ob=0.0486, h0=0.677, w0=-1, ns=0.967, On=0 [OL=1-Om, Oc=Om-Ob-On. epsilon=1e-10]
k-data: kmin=1.000e-05, kmax=1.000e+01, kperlog=300, krcut(add,mult)=(50,20);
##############################
                         isw_bin0                euc6bins030div111111_bin0 euc6bins030div111111_bin1 euc6bins030div111111_bin2 euc6bins030div111111_bin3 euc6bins030div111111_bin4 euc6bins030div111111_bin5 isw_bin0                euc6bins030div111111_bin0 euc6bins030div111111_bin1 euc6bins030div111111_bin2 euc6bins030div111111_bin3 euc6bins030div111111_bin4 isw_bin0                euc6bins030div111111_bin0 euc6bins030div111111_bin1 euc6bins030div111111_bin2 euc6bins030div111111_bin3 isw_bin0                euc6bins030div111111_bin0 euc6bins030div111111_bin1 euc6bins030div111111_bin2 isw_bin0                euc6bins030div111111_bin0 euc6bins030div111111_bin1 isw_bin0                euc6bins030div111111_bin0 isw_bin0               
 lvals                   isw_bin0                euc6bins030div111111_bin0 euc6bins030div111111_bin1 euc6bins030div111111_bin2 euc6bins030div111111_bin3 euc6bins030div111111_bin4 euc6bins030div111111_bin5 euc6bins030div111111_bin0 euc6bins030div111111_bin1 euc6bins030div111111_bin2 euc6bins030div111111_bin3 euc6bins030div111111_bin4 euc6bins030div111111_bin5 euc6bins030div111111_bin1 euc6bins030div111111_bin2 euc6bins030div111111_bin3 euc6bins030div111111_bin4 euc6bins030div111111_bin5 euc6bins030div111111_bin2 euc6bins030div111111_bin3 euc6bins030div111111_bin4 euc6bins030div111111_bin5 euc6bins030div111111_bin3 euc6bins030div111111_bin4 euc6bins030div111111_bin5 euc6bins030div111111_bin4 euc6bins030div111111_bin5 euc6bins030div111111_bin5
                      +0 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00
                      +1 +2.5555434751000329e-09 +1.6310295853613965e-05 +1.9361042733152349e-06 +8.1256799080276467e-07 +5.0434667862711419e-07 +3.6765610592975461e-07 +1.4612064036919898e-07 +9.6154989342762870e-08 -7.2132610842828054e-07 -2.6449651066915821e-07 -1.4126923040777771e-07 -8.9779265157630444e-08 -5.2383804545804346e-08 +2.8861621731223362e-08 -8.2463394661982389e-08 -5.3979389637743049e-08 -4.3204891873935558e-08 -3.0677671726119712e-08 +1.1508087343357139e-08 -1.8202531563509090e-08 -1.5390619896367190e-08 -1.1724159592979114e-08 +5.7905087302211356e-09 -6.1611398016638378e-09 -5.8187015127267832e-09 +3.3900496900260590e-09 -2.6573621268330040e-09 +1.9886732528330673e-09
                      +2 +5.1969374724940138e-10 +2.0575669138303281e-05 +2.2546716655116060e-06 +8.7709945633268720e-07 +5.2631514122179581e-07 +3.7749763131725309e-07 +1.5022452969074705e-07 +5.4658092542321687e-08 -3.0799823166401829e-07 -1.9696700762793270e-07 -1.1918528259593539e-07 -7.9848515571940657e-08 -4.7834916055784509e-08 +1.7182865586461097e-08 -4.1456213221359305e-08 -3.7792105920963864e-08 -3.5370184023970587e-08 -2.6937779561161973e-08 +6.7203224272911751e-09 -7.1066157326453044e-09 -8.9167667798818473e-09 -8.3588141565699466e-09 +3.2605231798081279e-09 -2.4877936029180186e-09 -3.0930123911062295e-09 +1.8274414347950448e-09 -3.1223418909246403e-10 +1.0254127698807024e-09
                      +3 +1.8094908648062270e-10 +2.4190676271108239e-05 +2.5944918060941731e-06 +9.5142408229968271e-07 +5.5262136199183778e-07 +3.8967484867527635e-07 +1.5527685934061660e-07 +3.5927227501257625e-08 +3.1011291564171869e-08 -1.3299347974734132e-07 -9.5839340321259087e-08 -6.8763398772638460e-08 -4.2687583987154300e-08 +1.1935308632971573e-08 -2.3293257183207980e-08 -2.6388260626373649e-08 -2.8546827365805894e-08 -2.3252856549324306e-08 +4.6608422903639751e-09 -1.6186023915710936e-09 -5.0619761052452961e-09 -5.8748264710723771e-09 +2.2318729256103548e-09 -1.5556197899528531e-09 -1.5669203080918934e-09 +1.2276341878952192e-09 -9.4448019823922391e-12 +6.6124011957610623e-10
                      +4 +8.1243082782092643e-11 +2.7143104477429574e-05 +2.9347735858445834e-06 +1.0314737429665608e-06 +5.8197599301608743e-07 +4.0339867705060550e-07 +1.6097664296769133e-07 +2.5555800263333077e-08 +3.0226598216474484e-07 -7.5620385783826652e-08 -7.3071319624280751e-08 -5.7257694016335008e-08 -3.7147295912166512e-08 +8.9559415359421611e-09 -1.3246234161302465e-08 -1.8237523965922595e-08 -2.2812673356871811e-08 -1.9964418683485586e-08 +3.5244055951064343e-09 -6.1295805220217019e-10 -2.8853422062571227e-09 -4.0610407627238507e-09 +1.6782046475886698e-09 -3.5196950891725575e-10 -8.6058481489419469e-10 +9.1380519321755365e-10 -2.7516634095217843e-10 +4.8787940411332805e-10
                      +5 +4.2437423613110060e-11 +2.9489553267770978e-05 +3.2614426441256827e-06 +1.1135768473882026e-06 +6.1295062055906368e-07 +4.1826216417805411e-07 +1.6719387699225789e-07 +1.9107478298441852e-08 +5.2082027901929862e-07 -2.3720862443831649e-08 -5.1029515057484058e-08 -4.5599299895551427e-08 -3.1521214862737345e-08 +7.0454976772649204e-09 -6.4546986803979375e-09 -1.3173160437238402e-08 -1.8368486066833453e-08 -1.7067271897527900e-08 +2.8064114749519760e-09 -4.2298862320189441e-10 -1.2846926579735726e-09 -2.7667664351933426e-09 +1.3340087849252259e-09 +4.1185459757708270e-11 -5.4023097480192147e-10 +7.2344785620739674e-10 -4.2509494899682379e-10 +3.8207127737512681e-10
                      +6 +2.4516494420263336e-11 +3.1299270479742851e-05 +3.5675885915948451e-06 +1.1959999777546400e-06 +6.4516666420485838e-07 +4.3396890099319181e-07 +1.7370669233891668e-07 +1.4785544706812714e-08 +7.0041405633309153e-07 +2.3113802764440529e-08 -3.0341927586391825e-08 -3.4285771491529014e-08 -2.5864509429104412e-08 +5.7216586407529879e-09 -3.0647626605766548e-09 -9.8827232811358080e-09 -1.4656122885141044e-08 -1.4527424727365639e-08 +2.3111662132129633e-09 -3.3986114285125080e-10 -6.4907643768394036e-10 -1.9666224265543174e-09 +1.0993821424200662e-09 +9.3919009148976469e-11 -1.0128578791452505e-10 +5.9533070607178401e-10 -2.3355956680525215e-10 +3.1296057103954251e-10
                      +7 +1.5233984115536337e-11 +3.2643437571005368e-05 +3.8522128793305021e-06 +1.2778585314056512e-06 +6.7792832919397315e-07 +4.5008999898341067e-07 +1.8047864863787815e-07 +1.1733337260117417e-08 +8.4942942378489702e-07 +6.3971857927293881e-08 -1.1219336342620290e-08 -2.3205378831477862e-08 -2.0260288869226044e-08 +4.7561324318999562e-09 -1.5429991171779159e-09 -6.9452318704348566e-09 -1.1751914125606121e-08 -1.2430951100822656e-08 +1.9479160480780852e-09 -1.4704942138104392e-10 -7.3845740942860792e-10 -1.3301755549547156e-09 +9.3008603784499131e-10 +4.8826208810507491e-11 +1.4957596936816303e-10 +5.0265566293510699e-10 +3.0723393198543987e-11 +2.6275825601212849e-10
                      +8 +9.9933353042070539e-12 +3.3587898883726623e-05 +4.1154070367433876e-06 +1.3574504517195393e-06 +7.1058922391360836e-07 +4.6662230894489494e-07 +1.8740391012715481e-07 +9.4923152303665244e-09 +9.7342190606562528e-07 +9.9365440948283558e-08 +6.8910951778574562e-09 -1.2537377703899170e-08 -1.4849916224122857e-08 +4.0240615105201806e-09 -7.0977351546890632e-10 -4.5189810552969830e-09 -9.6355671708141815e-09 -1.0578541608190325e-08 +1.6716229808317401e-09 +1.9058093735646275e-10 -7.0041805983207653e-10 -9.3084677722057551e-10 +8.0255260926594527e-10 +3.0433898044229354e-10 +7.3011375889833741e-11 +4.4594970553965726e-10 +3.1720314109552470e-10 +2.2799812288635040e-10
